Maths,Reading,Class.Type,Teaching.Experience,Sex,FreeLunch,Race
399,386,regular.with.aide,6,boy,yes,black
468,419,regular.with.aide,5,boy,no,white
405,410,regular,15,girl,yes,black
494,428,regular.with.aide,6,boy,yes,black
429,397,regular,8,boy,no,white
473,419,regular,0,boy,yes,white
392,395,small.class,1,boy,yes,black
473,413,regular,3,girl,no,white
513,439,regular,15,boy,no,white
513,422,small.class,0,girl,no,white
468,443,regular.with.aide,9,girl,no,white
478,436,regular.with.aide,13,boy,yes,white
559,497,small.class,6,girl,no,white
547,510,regular.with.aide,13,girl,no,white
528,428,small.class,6,boy,no,black
463,414,regular.with.aide,10,boy,yes,black
444,407,regular.with.aide,13,boy,no,white
536,483,small.class,6,boy,no,white
454,427,regular.with.aide,9,girl,no,white
484,447,regular.with.aide,5,girl,no,white
478,448,small.class,4,girl,yes,white
434,405,regular,12,girl,yes,black
423,410,regular.with.aide,8,boy,no,white
434,408,regular.with.aide,27,boy,yes,white
444,411,regular,13,girl,yes,white
520,450,regular.with.aide,12,girl,no,white
444,425,small.class,1,boy,yes,black
468,428,small.class,8,boy,no,black
434,397,small.class,14,boy,yes,black
494,433,regular.with.aide,17,girl,yes,black
463,430,small.class,11,girl,yes,black
418,448,regular,8,girl,no,white
384,358,regular,3,boy,yes,black
494,458,regular.with.aide,20,girl,no,white
626,510,regular.with.aide,7,girl,no,white
423,403,regular.with.aide,3,girl,yes,black
478,453,regular.with.aide,5,boy,no,white
444,433,regular,13,girl,no,white
626,580,small.class,4,boy,no,white
423,428,regular.with.aide,3,girl,no,white
520,433,regular.with.aide,13,girl,no,white
484,453,small.class,4,girl,yes,white
494,439,small.class,14,boy,yes,white
418,414,small.class,1,boy,yes,black
459,400,small.class,6,girl,no,white
439,422,small.class,1,girl,yes,white
412,395,regular.with.aide,4,girl,yes,white
449,408,small.class,21,girl,yes,black
576,497,small.class,3,girl,yes,black
576,503,small.class,3,girl,yes,black
473,461,regular,6,girl,no,white
429,453,regular,15,girl,no,black
576,467,regular,2,girl,no,white
520,437,small.class,22,boy,no,white
520,472,small.class,15,girl,no,white
576,518,small.class,8,girl,no,white
473,427,regular.with.aide,8,girl,no,white
559,465,regular.with.aide,12,boy,no,white
500,507,regular.with.aide,8,boy,no,white
454,492,regular,15,boy,yes,black
392,378,regular,13,boy,yes,black
418,398,regular,6,girl,yes,white
449,410,regular,3,boy,no,white
506,442,regular,1,boy,no,white
484,440,regular.with.aide,7,girl,no,white
339,388,regular,6,boy,yes,black
528,487,small.class,12,girl,no,white
500,425,small.class,6,boy,yes,black
478,422,regular.with.aide,0,girl,no,white
576,497,regular,11,girl,no,white
449,413,regular,8,boy,yes,black
434,425,regular,5,girl,yes,black
429,405,regular,16,boy,yes,white
478,450,small.class,14,boy,no,white
559,507,regular,14,girl,no,white
536,451,small.class,13,girl,no,white
489,467,regular,11,boy,no,white
478,455,regular.with.aide,9,boy,no,white
513,439,regular,2,boy,yes,black
449,421,regular,0,boy,yes,black
506,425,regular.with.aide,13,boy,no,white
454,424,regular.with.aide,8,girl,no,white
520,437,regular.with.aide,15,girl,yes,black
439,431,regular,8,girl,yes,white
449,425,small.class,9,boy,no,white
536,443,regular,16,boy,no,white
459,414,regular,1,boy,no,white
463,421,small.class,6,boy,yes,white
459,418,regular.with.aide,7,boy,no,white
484,455,regular.with.aide,3,boy,no,white
513,448,small.class,19,boy,no,white
484,447,regular.with.aide,5,boy,yes,black
576,532,regular.with.aide,5,girl,no,white
439,402,regular,8,boy,no,white
528,461,small.class,13,boy,yes,white
520,451,regular.with.aide,7,girl,yes,black
602,451,regular,19,boy,yes,white
626,627,small.class,21,girl,no,white
418,436,small.class,14,boy,yes,black
429,425,regular.with.aide,13,boy,yes,black
506,448,regular.with.aide,3,girl,no,white
459,422,regular,10,girl,yes,white
463,413,regular.with.aide,12,boy,no,white
463,414,regular,8,girl,yes,white
418,391,small.class,12,girl,yes,black
513,476,small.class,21,boy,yes,black
559,483,regular,13,boy,no,white
454,455,regular.with.aide,14,boy,no,white
626,460,small.class,12,girl,no,white
506,428,regular.with.aide,3,girl,no,white
513,437,regular,3,girl,no,white
478,456,small.class,21,girl,yes,black
473,427,regular.with.aide,1,girl,yes,black
454,467,regular,11,boy,no,white
399,386,small.class,10,boy,yes,white
520,442,small.class,18,girl,no,white
473,465,regular.with.aide,7,girl,no,white
547,460,regular.with.aide,3,girl,no,white
478,418,regular,8,girl,no,white
399,400,regular,20,girl,yes,white
520,434,regular,0,girl,no,white
536,453,regular,1,boy,yes,white
602,503,small.class,1,girl,no,white
468,402,regular.with.aide,1,boy,yes,black
459,422,small.class,12,boy,yes,white
494,427,regular,10,girl,no,black
439,427,regular,6,boy,yes,black
528,545,regular.with.aide,21,boy,no,black
463,418,regular,8,girl,yes,white
459,465,regular.with.aide,20,boy,yes,black
473,439,regular,11,boy,no,white
528,453,small.class,6,girl,yes,white
602,431,small.class,21,girl,yes,white
528,463,regular.with.aide,5,boy,yes,black
463,403,regular,18,boy,no,white
444,405,regular.with.aide,10,boy,yes,black
449,403,regular.with.aide,6,boy,yes,black
405,376,regular.with.aide,7,girl,yes,black
559,472,regular,6,boy,yes,black
478,436,small.class,2,boy,yes,white
405,393,regular,6,boy,yes,black
473,461,regular,13,girl,yes,white
506,437,small.class,5,boy,yes,black
500,428,regular.with.aide,12,girl,no,white
454,408,small.class,6,boy,no,white
468,439,regular.with.aide,16,boy,no,black
489,419,regular.with.aide,11,girl,no,white
484,436,regular.with.aide,17,girl,yes,black
602,538,regular.with.aide,24,girl,yes,black
449,425,regular,8,boy,no,white
500,443,regular,8,girl,no,white
547,470,small.class,5,boy,no,white
559,580,small.class,19,girl,no,white
459,443,regular,13,girl,no,white
528,447,regular,12,boy,yes,white
468,416,regular.with.aide,13,girl,yes,white
459,402,regular.with.aide,8,girl,no,white
484,443,small.class,2,boy,yes,white
463,445,small.class,9,boy,yes,white
459,440,small.class,12,girl,yes,white
559,465,regular,12,girl,yes,black
429,413,regular,12,girl,yes,white
444,403,regular.with.aide,9,boy,yes,white
506,419,regular,15,boy,yes,black
506,467,regular.with.aide,8,boy,yes,white
463,395,regular,8,boy,no,white
528,500,small.class,14,girl,no,white
506,419,regular.with.aide,8,boy,no,white
489,422,small.class,21,girl,no,black
500,439,regular.with.aide,1,boy,no,black
412,397,regular,6,girl,yes,black
484,434,small.class,5,girl,no,white
454,416,small.class,2,girl,yes,black
449,434,regular.with.aide,11,boy,yes,white
423,400,regular.with.aide,7,boy,no,other
494,436,small.class,12,girl,yes,white
449,413,regular,10,girl,yes,black
528,448,small.class,8,boy,no,white
423,402,small.class,2,girl,yes,black
423,398,regular,8,boy,yes,black
473,433,regular,3,girl,no,white
536,507,regular.with.aide,13,girl,no,white
399,395,regular,13,boy,yes,white
412,384,regular,13,girl,no,white
536,436,regular.with.aide,14,boy,no,white
423,439,regular,2,boy,yes,white
576,472,regular,3,girl,no,white
449,421,regular.with.aide,7,boy,yes,black
454,443,small.class,3,girl,yes,black
536,442,regular,16,boy,no,white
484,424,small.class,13,girl,no,white
489,463,regular.with.aide,13,girl,no,white
576,442,regular,13,girl,no,white
463,410,small.class,21,boy,yes,black
484,414,regular.with.aide,12,boy,yes,white
468,465,regular,8,girl,no,white
459,421,small.class,5,girl,yes,black
528,465,small.class,5,girl,no,black
559,463,regular,19,boy,yes,white
412,400,small.class,2,girl,yes,black
528,450,small.class,0,girl,yes,black
576,476,regular,13,girl,no,white
513,436,regular,0,boy,no,white
489,456,regular.with.aide,8,girl,no,white
478,430,small.class,7,boy,no,white
418,422,regular.with.aide,8,girl,yes,white
454,424,regular,4,girl,yes,black
449,424,regular.with.aide,10,boy,yes,black
494,440,regular.with.aide,10,girl,yes,black
484,437,regular.with.aide,2,girl,yes,black
454,418,small.class,12,girl,yes,white
520,461,small.class,7,boy,yes,white
489,437,small.class,12,boy,yes,black
478,437,regular.with.aide,12,boy,yes,white
559,510,regular,16,girl,no,white
626,538,regular,20,girl,no,black
559,507,regular.with.aide,24,boy,yes,black
473,418,small.class,14,girl,yes,white
478,434,small.class,8,girl,no,black
559,497,regular,15,girl,no,white
602,461,regular,6,girl,yes,black
459,430,regular.with.aide,3,boy,no,white
444,407,small.class,1,boy,yes,black
439,419,regular,1,girl,yes,black
434,395,small.class,22,girl,no,white
429,405,small.class,13,boy,no,white
506,474,regular,13,girl,no,white
506,433,small.class,2,boy,yes,black
449,447,regular,20,girl,yes,white
473,427,small.class,10,boy,no,white
463,425,small.class,15,girl,yes,white
484,463,regular.with.aide,14,boy,no,white
528,456,small.class,7,girl,no,black
434,414,regular.with.aide,0,girl,no,white
626,522,regular,7,girl,yes,black
478,421,small.class,12,girl,yes,black
423,403,regular,2,girl,yes,black
513,470,regular,15,girl,no,white
500,460,small.class,16,girl,no,white
473,428,small.class,1,boy,yes,black
459,437,small.class,11,boy,yes,black
449,414,regular.with.aide,17,boy,yes,white
626,443,regular.with.aide,24,girl,yes,black
449,434,regular.with.aide,12,boy,no,white
489,410,regular.with.aide,10,girl,yes,white
494,447,small.class,12,girl,yes,white
459,402,small.class,13,boy,yes,black
500,450,regular,6,girl,no,white
536,437,regular,24,boy,no,black
478,450,regular.with.aide,1,girl,yes,black
520,443,regular.with.aide,21,boy,yes,white
444,407,regular.with.aide,13,boy,yes,black
454,434,regular.with.aide,0,boy,no,black
459,442,small.class,1,girl,yes,black
459,419,small.class,8,girl,no,white
528,421,regular,1,girl,yes,black
489,453,regular,4,girl,no,white
576,467,small.class,7,boy,no,white
520,460,regular.with.aide,6,girl,no,white
444,422,regular.with.aide,8,boy,no,white
439,442,regular,10,girl,no,black
536,450,regular,2,boy,yes,white
468,418,regular.with.aide,12,boy,yes,white
468,437,regular.with.aide,5,boy,yes,black
454,407,regular,1,girl,yes,white
405,390,regular.with.aide,11,girl,yes,black
520,545,regular.with.aide,13,girl,no,white
520,455,regular.with.aide,6,girl,no,white
489,455,regular,5,girl,no,white
536,440,regular.with.aide,1,boy,yes,black
536,468,regular,12,girl,no,white
454,422,regular,4,girl,yes,black
528,431,regular.with.aide,5,boy,yes,white
494,433,regular.with.aide,11,boy,no,white
439,418,regular.with.aide,7,girl,no,white
547,463,regular,0,girl,no,white
463,437,small.class,11,girl,yes,black
494,455,small.class,15,boy,yes,white
449,397,regular,9,boy,no,black
513,460,small.class,2,girl,no,white
473,416,small.class,13,girl,no,black
500,460,regular.with.aide,12,girl,yes,white
434,422,regular,15,girl,yes,black
559,580,regular.with.aide,15,girl,no,white
506,433,regular,4,boy,yes,white
484,448,regular,15,girl,no,white
513,492,regular,11,girl,yes,white
473,411,regular.with.aide,22,girl,yes,black
473,439,regular,5,boy,no,white
602,480,small.class,12,boy,no,white
520,492,small.class,11,boy,no,white
439,393,regular,13,boy,yes,white
473,448,small.class,8,girl,no,white
473,470,small.class,6,boy,yes,black
463,474,regular.with.aide,10,girl,no,white
429,419,regular.with.aide,7,boy,no,white
602,470,small.class,4,boy,no,white
473,422,regular,13,boy,no,white
500,445,regular.with.aide,9,girl,yes,white
463,470,regular,0,girl,yes,black
468,421,regular.with.aide,12,boy,no,white
536,507,regular,11,boy,no,white
473,445,small.class,12,girl,no,white
434,407,regular,13,girl,no,white
500,445,regular,13,girl,no,white
489,427,regular,5,girl,no,white
626,518,small.class,15,boy,no,white
520,478,regular,13,girl,no,white
500,448,regular,3,boy,no,white
399,397,regular.with.aide,11,boy,yes,black
520,460,regular,20,girl,no,white
489,442,regular,2,girl,yes,black
489,450,regular,11,girl,no,white
513,450,regular,1,girl,no,white
468,414,regular,12,girl,yes,black
528,443,small.class,14,boy,no,black
444,405,regular,13,boy,no,black
449,424,small.class,17,girl,yes,white
463,408,regular.with.aide,2,boy,yes,white
473,450,regular,3,boy,no,white
528,434,regular,4,girl,yes,white
576,467,small.class,14,girl,no,white
478,470,regular,13,girl,no,white
423,391,regular,3,boy,no,black
484,407,regular,9,boy,yes,black
454,414,regular.with.aide,17,boy,yes,black
473,460,regular.with.aide,20,girl,no,white
444,431,regular,17,boy,no,white
513,451,regular.with.aide,17,girl,no,white
463,427,regular,13,boy,yes,white
576,497,regular.with.aide,7,boy,no,white
500,433,regular,6,boy,no,white
429,400,small.class,15,girl,no,white
489,468,small.class,6,girl,yes,white
500,467,small.class,7,girl,no,white
473,439,regular.with.aide,17,boy,no,white
444,403,regular.with.aide,9,boy,yes,white
468,448,regular,13,boy,no,white
468,416,regular.with.aide,5,boy,yes,white
576,492,small.class,3,girl,yes,black
478,402,regular.with.aide,8,boy,no,white
434,418,regular.with.aide,8,girl,yes,white
520,460,regular,5,boy,yes,white
506,500,regular.with.aide,0,boy,yes,black
429,402,small.class,12,boy,yes,white
500,453,small.class,10,girl,no,white
602,470,regular,10,boy,yes,black
412,413,regular.with.aide,12,boy,yes,black
468,434,regular,17,boy,no,white
444,402,regular.with.aide,5,boy,no,white
520,472,small.class,4,boy,yes,white
528,437,regular.with.aide,12,boy,no,white
418,405,regular,15,boy,yes,white
463,433,regular,7,boy,yes,black
399,380,regular,3,boy,yes,black
494,436,regular,12,girl,yes,white
473,431,regular,13,girl,no,white
489,455,regular,11,girl,no,white
576,522,small.class,11,girl,yes,white
429,410,small.class,1,boy,yes,black
536,451,regular.with.aide,15,boy,no,white
478,425,regular,18,boy,yes,white
449,421,regular,4,boy,yes,black
473,422,regular,13,boy,yes,white
484,437,regular.with.aide,13,boy,no,white
423,397,small.class,5,girl,no,white
520,447,small.class,1,girl,yes,black
500,450,regular,5,boy,no,white
500,419,regular,12,girl,no,white
423,393,regular,13,boy,yes,black
559,448,regular.with.aide,11,boy,yes,white
536,453,regular.with.aide,9,boy,yes,white
459,400,small.class,11,girl,no,white
602,472,small.class,13,girl,no,white
489,424,regular.with.aide,6,boy,yes,white
473,433,small.class,8,boy,no,white
454,434,small.class,10,boy,no,white
494,458,small.class,21,girl,no,white
536,434,small.class,5,girl,no,black
439,403,regular,6,girl,yes,black
489,428,regular.with.aide,3,girl,no,white
444,442,regular.with.aide,8,boy,no,white
528,480,small.class,14,girl,no,white
449,422,regular,10,girl,no,white
484,458,regular,5,boy,yes,white
473,463,regular.with.aide,14,boy,no,white
500,461,regular,9,boy,no,black
463,428,regular.with.aide,12,boy,no,black
439,408,small.class,10,boy,yes,black
494,434,regular,13,boy,no,white
449,436,regular.with.aide,4,girl,no,white
520,433,regular.with.aide,9,boy,no,white
500,422,regular,5,girl,no,white
506,465,regular,6,girl,no,white
454,455,small.class,2,boy,yes,white
520,451,regular,3,boy,no,white
494,455,regular,12,boy,yes,white
399,397,regular.with.aide,12,boy,yes,white
547,468,regular.with.aide,18,girl,no,white
468,434,regular.with.aide,13,girl,no,white
392,410,small.class,12,girl,yes,white
494,439,small.class,1,girl,yes,black
528,472,small.class,14,girl,yes,white
384,393,regular,3,boy,yes,black
459,424,regular.with.aide,2,girl,yes,black
520,456,regular.with.aide,11,boy,yes,black
463,424,regular,11,boy,no,white
506,470,small.class,15,girl,yes,white
500,451,small.class,9,boy,yes,black
547,500,small.class,15,girl,no,white
559,514,small.class,12,boy,no,white
506,434,regular,6,girl,yes,white
449,419,small.class,8,girl,yes,white
468,421,regular,13,girl,no,white
478,443,small.class,8,boy,no,white
449,422,regular,9,boy,no,black
434,382,regular.with.aide,3,girl,yes,white
547,468,regular,20,boy,no,white
473,410,small.class,2,girl,yes,white
473,413,regular,8,boy,no,white
468,428,small.class,6,boy,yes,black
536,445,regular,18,girl,yes,black
454,413,regular,12,boy,yes,white
506,455,regular.with.aide,9,girl,yes,black
444,424,regular.with.aide,16,girl,yes,black
423,418,regular,0,boy,yes,black
429,416,small.class,12,boy,no,white
449,411,small.class,21,boy,no,black
484,436,small.class,3,girl,no,black
354,393,small.class,6,girl,yes,black
513,439,regular,11,girl,yes,black
513,450,regular.with.aide,11,boy,yes,white
454,402,regular,18,girl,no,white
399,407,regular,3,girl,no,white
506,439,regular,7,boy,yes,black
423,405,regular,13,girl,yes,white
536,461,small.class,8,boy,yes,white
520,443,regular,14,boy,no,white
473,413,regular.with.aide,14,boy,no,white
468,411,regular,15,boy,no,white
412,422,regular.with.aide,6,girl,yes,black
439,398,regular,4,boy,yes,white
528,436,regular.with.aide,9,girl,no,white
463,419,regular,6,boy,no,white
528,467,regular.with.aide,11,boy,yes,black
444,419,regular.with.aide,5,boy,yes,white
494,478,regular,11,boy,no,black
489,428,regular.with.aide,2,boy,yes,black
454,407,small.class,1,boy,no,white
576,448,small.class,4,boy,no,white
536,436,regular,8,girl,no,white
473,450,regular,8,girl,no,white
494,424,regular.with.aide,5,boy,yes,white
423,408,regular,8,boy,yes,white
602,554,regular,12,girl,no,white
602,503,regular.with.aide,13,boy,no,white
434,445,regular.with.aide,13,boy,no,white
478,419,regular.with.aide,6,girl,yes,black
478,425,small.class,12,boy,no,white
444,408,regular.with.aide,0,boy,no,white
449,425,regular,4,boy,yes,white
494,434,regular.with.aide,20,girl,yes,white
520,428,regular.with.aide,21,girl,no,black
484,425,regular.with.aide,9,boy,no,white
500,414,regular.with.aide,12,girl,no,white
494,434,small.class,11,boy,no,white
513,418,regular.with.aide,3,boy,no,white
576,514,regular,10,boy,no,white
444,425,regular,8,girl,no,white
576,580,regular,11,boy,no,white
506,451,small.class,5,girl,yes,black
559,460,regular.with.aide,11,girl,no,white
468,405,regular.with.aide,17,boy,yes,white
489,430,small.class,15,boy,no,white
506,442,regular,1,girl,yes,black
463,405,regular.with.aide,2,boy,yes,black
418,407,regular.with.aide,2,girl,yes,black
494,430,small.class,20,girl,no,black
489,437,small.class,10,boy,no,other
444,398,regular,6,girl,no,white
547,443,small.class,14,boy,no,white
489,430,regular.with.aide,17,boy,no,white
444,421,regular.with.aide,0,girl,yes,black
494,455,regular,16,boy,no,white
439,419,regular,6,girl,no,white
547,467,small.class,11,boy,no,black
528,427,small.class,21,boy,yes,white
444,433,regular.with.aide,12,girl,yes,white
520,476,regular.with.aide,11,girl,yes,white
489,411,regular,0,boy,yes,white
547,431,regular.with.aide,8,boy,yes,black
528,453,small.class,1,girl,no,white
478,418,regular.with.aide,18,girl,no,white
473,443,regular,12,girl,no,white
473,450,regular.with.aide,2,girl,no,white
405,400,small.class,6,boy,yes,white
463,410,regular.with.aide,6,boy,yes,black
449,413,regular,9,girl,no,black
444,442,small.class,19,boy,yes,white
513,431,regular,1,girl,yes,black
392,388,regular,3,boy,yes,black
399,413,regular,15,girl,no,black
494,419,regular,2,girl,yes,black
405,403,regular,3,boy,yes,black
484,414,regular.with.aide,12,girl,yes,white
449,397,small.class,0,girl,no,white
484,439,regular,15,girl,yes,black
528,416,regular.with.aide,13,boy,yes,white
454,424,regular,13,boy,no,white
536,474,small.class,16,boy,yes,white
626,514,regular,19,girl,no,white
528,514,regular.with.aide,13,girl,no,white
576,472,small.class,7,girl,no,white
439,402,small.class,12,boy,yes,black
444,419,regular.with.aide,3,boy,no,white
602,554,regular.with.aide,8,boy,no,white
559,448,small.class,0,boy,no,black
444,413,regular,3,girl,yes,black
459,436,regular.with.aide,16,girl,yes,black
434,414,regular.with.aide,10,boy,yes,black
423,398,regular.with.aide,8,boy,yes,white
463,411,small.class,1,boy,no,white
484,430,regular.with.aide,12,girl,no,white
559,439,regular,24,girl,yes,black
500,424,regular.with.aide,15,boy,yes,white
520,458,small.class,8,girl,no,white
489,397,regular,3,boy,yes,black
520,430,small.class,12,girl,yes,white
536,483,regular,12,boy,yes,black
489,430,regular.with.aide,6,girl,yes,black
468,424,regular,5,boy,no,white
473,414,regular.with.aide,3,boy,yes,black
434,395,regular.with.aide,1,boy,yes,black
429,397,regular,11,girl,yes,black
484,455,regular.with.aide,7,girl,no,white
478,445,regular.with.aide,16,girl,no,black
494,450,regular,13,boy,no,white
444,402,regular.with.aide,9,girl,no,white
506,447,small.class,8,girl,no,white
576,476,regular.with.aide,6,boy,no,white
500,447,regular.with.aide,13,girl,yes,white
513,456,small.class,12,girl,no,white
459,410,regular.with.aide,1,boy,yes,black
576,455,small.class,4,girl,no,white
463,422,small.class,5,boy,yes,white
473,405,small.class,2,girl,yes,black
484,430,regular.with.aide,3,girl,no,white
484,439,regular.with.aide,20,girl,yes,white
494,447,regular.with.aide,14,boy,no,white
434,427,small.class,12,boy,yes,black
399,416,small.class,14,boy,yes,black
506,463,regular.with.aide,27,girl,yes,white
473,470,regular,7,girl,yes,black
513,416,regular,4,girl,yes,white
576,495,regular.with.aide,24,girl,yes,black
429,405,regular,8,boy,yes,black
434,382,regular,9,boy,yes,black
559,456,small.class,15,boy,yes,white
513,497,small.class,8,boy,no,white
354,398,regular,6,boy,yes,black
473,456,small.class,8,girl,no,white
459,427,regular.with.aide,12,girl,no,white
399,391,regular,12,boy,yes,black
484,460,regular.with.aide,14,girl,yes,white
473,445,regular,9,boy,no,black
559,463,regular,6,girl,no,white
489,428,small.class,5,girl,yes,white
520,442,regular,11,girl,yes,black
559,472,small.class,5,girl,yes,black
547,472,small.class,16,girl,no,white
405,397,small.class,8,girl,no,white
468,442,regular,10,girl,yes,black
484,495,regular.with.aide,0,boy,yes,black
463,439,regular,11,boy,no,white
520,458,small.class,8,girl,no,white
449,414,small.class,12,girl,yes,other
506,448,regular,6,girl,yes,white
506,434,regular,16,girl,yes,white
536,445,regular.with.aide,16,boy,no,white
459,405,regular.with.aide,5,girl,yes,black
459,413,regular.with.aide,14,boy,yes,white
506,436,regular.with.aide,8,girl,no,white
506,443,regular.with.aide,12,boy,no,white
468,408,regular,13,girl,no,white
459,458,regular,8,girl,no,white
468,408,regular,3,girl,yes,white
399,384,regular.with.aide,11,girl,yes,black
478,456,regular.with.aide,3,boy,yes,black
520,474,regular,13,girl,no,white
506,419,regular.with.aide,15,boy,no,white
478,405,regular,8,boy,yes,white
434,400,regular.with.aide,10,girl,yes,black
434,440,regular,0,boy,yes,black
449,421,regular.with.aide,3,boy,no,white
439,407,regular.with.aide,7,boy,yes,white
418,456,regular.with.aide,20,boy,yes,black
473,468,regular.with.aide,21,girl,no,white
412,421,small.class,1,boy,yes,black
559,468,regular,14,boy,no,white
459,428,small.class,14,girl,yes,black
478,430,regular.with.aide,3,girl,yes,black
559,478,regular,10,girl,no,white
494,437,regular,6,boy,no,white
468,451,regular,11,girl,no,other
528,490,small.class,6,girl,no,white
459,421,regular.with.aide,14,girl,yes,white
439,407,regular.with.aide,1,boy,no,black
412,390,regular.with.aide,6,boy,no,black
500,440,small.class,18,girl,no,white
494,445,regular.with.aide,17,girl,no,white
484,442,regular.with.aide,0,boy,no,white
484,445,regular.with.aide,8,boy,no,white
500,448,regular.with.aide,11,girl,no,white
463,431,small.class,7,girl,no,white
494,470,regular,15,boy,no,white
468,450,regular.with.aide,9,boy,no,white
478,445,regular,1,boy,yes,white
463,410,regular.with.aide,11,boy,no,white
468,443,small.class,2,boy,yes,black
434,422,small.class,1,boy,yes,black
602,500,regular,4,girl,no,white
439,407,regular,10,girl,yes,black
444,428,regular,11,girl,yes,black
478,407,regular.with.aide,5,boy,no,white
484,437,regular.with.aide,12,boy,no,white
489,433,small.class,6,boy,no,white
463,413,small.class,12,girl,no,white
489,422,regular,9,girl,yes,black
484,428,regular.with.aide,7,girl,no,white
468,433,regular.with.aide,16,girl,yes,black
463,425,regular,6,boy,no,white
454,421,regular.with.aide,4,girl,yes,white
520,430,regular,17,girl,no,white
478,421,regular.with.aide,2,boy,yes,black
528,460,regular,15,girl,no,white
439,413,regular,9,boy,no,white
626,545,regular,0,girl,no,white
454,461,small.class,14,girl,yes,black
528,461,regular.with.aide,20,boy,no,white
418,390,regular.with.aide,5,girl,no,white
528,451,regular.with.aide,16,girl,yes,white
449,413,small.class,2,girl,yes,black
506,448,regular.with.aide,9,boy,no,white
473,436,small.class,14,boy,yes,black
500,447,regular,13,boy,no,white
484,418,small.class,20,girl,no,white
494,421,regular.with.aide,5,boy,no,white
459,403,regular.with.aide,14,girl,yes,white
449,413,small.class,2,boy,yes,black
489,440,regular,1,girl,no,white
468,443,regular,16,boy,no,white
520,467,regular,16,girl,yes,white
547,439,small.class,12,boy,no,white
434,445,regular.with.aide,10,girl,yes,black
468,437,regular.with.aide,5,boy,no,white
484,436,regular,9,girl,no,black
559,458,regular,2,girl,yes,white
412,386,regular,3,girl,yes,black
500,442,small.class,20,girl,no,white
454,428,regular.with.aide,8,boy,no,black
459,436,regular,13,girl,no,white
506,476,regular.with.aide,14,boy,no,white
429,403,small.class,2,boy,yes,white
576,470,small.class,12,girl,no,white
536,461,regular,12,girl,yes,black
484,427,regular.with.aide,11,girl,no,white
468,427,regular.with.aide,6,girl,no,white
459,436,regular.with.aide,8,boy,no,black
468,411,regular.with.aide,5,boy,yes,white
439,418,regular.with.aide,1,boy,yes,black
494,456,regular,12,girl,no,white
429,408,regular,6,boy,yes,white
434,411,small.class,2,girl,yes,black
489,405,small.class,14,girl,yes,black
484,456,regular.with.aide,8,boy,yes,white
559,447,regular.with.aide,2,girl,no,white
463,414,regular.with.aide,12,girl,yes,black
500,422,small.class,6,boy,yes,black
468,413,regular,13,girl,yes,black
520,483,regular,12,boy,yes,black
489,428,regular,9,girl,no,white
489,436,regular.with.aide,3,boy,no,white
463,437,regular,13,boy,no,white
484,431,small.class,2,girl,no,white
434,437,regular,11,girl,yes,black
439,424,regular,8,boy,yes,black
484,468,regular,8,girl,no,white
473,433,regular.with.aide,14,boy,yes,white
449,428,regular.with.aide,17,boy,yes,black
449,402,regular.with.aide,6,girl,yes,black
489,428,regular.with.aide,12,boy,yes,white
528,465,regular.with.aide,10,boy,yes,white
506,465,regular,10,boy,no,white
494,451,small.class,10,boy,no,black
489,419,regular,8,boy,no,white
626,545,regular.with.aide,16,boy,no,white
559,492,regular,15,girl,no,white
528,443,regular,6,boy,no,black
449,403,small.class,14,girl,yes,white
463,431,regular,9,boy,yes,black
459,430,regular,6,boy,no,white
478,424,small.class,9,girl,yes,white
459,430,regular,13,girl,yes,white
454,413,regular.with.aide,9,girl,yes,white
459,428,regular.with.aide,13,boy,no,white
520,478,small.class,2,boy,no,black
494,416,regular.with.aide,17,girl,no,white
559,472,regular.with.aide,9,girl,no,white
520,430,regular.with.aide,0,girl,no,white
500,451,regular,11,boy,yes,black
473,434,small.class,1,girl,yes,black
468,433,regular.with.aide,12,girl,yes,white
547,443,regular,8,boy,no,white
489,439,small.class,5,boy,no,white
626,480,regular,20,girl,no,black
559,443,regular,12,boy,no,white
459,439,regular.with.aide,11,boy,no,white
576,507,small.class,4,girl,no,white
449,402,regular.with.aide,0,boy,yes,black
463,442,regular,8,boy,no,white
423,422,regular.with.aide,6,boy,yes,black
528,468,small.class,4,girl,no,white
392,391,regular,8,boy,yes,black
473,431,regular,8,boy,yes,white
473,436,small.class,19,boy,yes,white
513,442,small.class,15,boy,yes,white
434,398,regular.with.aide,7,boy,no,black
473,440,small.class,1,boy,no,black
412,414,regular.with.aide,0,boy,no,white
444,428,small.class,13,boy,yes,white
444,425,regular,13,boy,yes,white
434,421,small.class,8,boy,yes,black
439,413,small.class,8,boy,yes,white
536,492,small.class,11,boy,no,white
500,448,regular.with.aide,8,girl,no,white
473,408,regular.with.aide,6,boy,yes,black
576,456,small.class,16,boy,no,white
468,408,small.class,12,girl,no,black
500,467,regular,19,girl,yes,white
